,Player,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,MP,Starts,Min,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKsv,PKm,Save%.1,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Touches,Def,Def.1,Mid,Live,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Tkl,Tkl.1,Tkl%,Blocks,Sh,Pass,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Dead,TB,Sw,TI,In,Out,Str,Cmp.1,Cmp%.1,Cmp.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,PPA,CrsPA,PrgP,Gls,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,xG,npxG,npxG/Sh,G-xG,np:G-xG,G+A,G-PK,npxG+xAG,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
151,Jacob Ramsey,"MF,FW",21,29.3,,,2.0,0.0,,,,,,728.0,889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.0,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,John McGinn,"MF,FW",27,29.9,,,25.0,25.0,,,,,,805.0,1028.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965.0,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,56.0,11.0,10.0,1.0,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Emi Buendía,"MF,FW",25,26.8,,,7.0,5.0,,,,,,787.0,1020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954.0,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,63.0,11.0,7.0,7.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Leon Bailey,"FW,MF",24,21.9,,,4.0,18.0,,,,,,337.0,547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.0,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,40.0,4.0,5.0,10.0,13.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Ashley Young,DF,37,22.6,,,57.0,6.0,,,,,,897.0,1188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945.0,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,235.0,2.0,12.0,172.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Boubacar Kamara,MF,22,19.7,,,32.0,0.0,,,,,,798.0,941.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907.0,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,34.0,2.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Matty Cash,DF,24,20.2,,,18.0,0.0,,,,,,777.0,1006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.0,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,194.0,2.0,6.0,176.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Lucas Digne,DF,29,16.7,,,23.0,12.0,,,,,,696.0,927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.0,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,177.0,0.0,4.0,142.0,5.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Álex Moreno,DF,29,14.8,,,18.0,0.0,,,,,,581.0,745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.0,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,134.0,1.0,0.0,116.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Danny Ings,FW,30,9.2,,,0.0,0.0,,,,,,114.0,162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,10.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Philippe Coutinho,"MF,FW",30,8.8,,,13.0,6.0,,,,,,288.0,384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,30.0,5.0,1.0,5.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Leander Dendoncker,MF,27,7.7,,,4.0,0.0,,,,,,248.0,284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Calum Chambers,"DF,MF",27,3.9,,,4.0,0.0,,,,,,157.0,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,13.0,0.0,1.0,9.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Robin Olsen,GK,32,3.1,,,12.0,0.0,,,,,,74.0,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,40.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Diego Carlos,DF,29,2.3,,,4.0,0.0,,,,,,112.0,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,5.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Bertrand Traoré,"FW,MF",26,2.6,,,0.0,1.0,,,,,,59.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Jan Bednarek,DF,26,1.1,,,2.0,0.0,,,,,,60.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Ludwig Augustinsson,DF,28,0.9,,,1.0,0.0,,,,,,26.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,9.0,0.0,0.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Jhon Durán,"FW,MF",18,1.5,,,0.0,0.0,,,,,,16.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Cameron Archer,"FW,MF",21,0.5,,,1.0,0.0,,,,,,8.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Morgan Sanson,MF,27,0.1,,,0.0,0.0,,,,,,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Ezri Konsa,DF,24,36.9,,,,,,,,,,1681.0,1898.0,88.6,663.0,,,,997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30731.0,10578.0,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.0,91.7,938.0,94.1,120.0,202.0,59.4,0.0,1.3,0.7,-1.3,8.0,4.0,2.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Emiliano Martínez,GK,29,34.9,,,,,,,,,,1026.0,1388.0,73.9,219.0,,,,527.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27095.0,17857.0,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.0,99.5,520.0,98.7,286.0,633.0,45.2,0.0,0.3,0.3,-0.3,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Ollie Watkins,FW,26,34.7,,,,,,,,,,391.0,566.0,69.1,344.0,,,,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4682.0,840.0,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0,75.9,84.0,68.9,12.0,15.0,80.0,6.0,3.8,2.7,2.2,31.0,16.0,2.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Tyrone Mings,DF,29,35.0,,,,,,,,,,1617.0,1899.0,85.2,586.0,,,,984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30932.0,11677.0,,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.0,90.8,913.0,92.8,153.0,286.0,53.5,2.0,1.4,0.9,0.6,5.0,6.0,0.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Douglas Luiz,MF,24,32.5,,,,,,,,,,1494.0,1812.0,82.5,680.0,,,,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26492.0,6527.0,,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.0,90.1,665.0,86.6,158.0,277.0,57.0,6.0,4.4,2.9,1.6,45.0,19.0,4.0,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Jacob Ramsey,"MF,FW",21,29.3,,,,,,,,,,728.0,889.0,81.9,500.0,,,,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10240.0,2665.0,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.0,88.8,217.0,81.6,34.0,46.0,73.9,7.0,5.1,2.9,1.9,42.0,28.0,4.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,John McGinn,"MF,FW",27,29.9,,,,,,,,,,805.0,1028.0,78.3,430.0,,,,373.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14385.0,4830.0,,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.0,87.0,309.0,82.8,101.0,165.0,61.2,3.0,2.6,3.3,0.4,18.0,20.0,5.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Emi Buendía,"MF,FW",25,26.8,,,,,,,,,,787.0,1020.0,77.2,513.0,,,,323.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12082.0,3091.0,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.0,84.6,255.0,78.9,63.0,90.0,70.0,2.0,5.7,4.2,-3.7,41.0,41.0,0.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Leon Bailey,"FW,MF",24,21.9,,,,,,,,,,337.0,547.0,61.6,248.0,,,,154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5379.0,1285.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,76.6,97.0,63.0,35.0,75.0,46.7,4.0,4.8,4.8,-0.8,30.0,21.0,15.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Ashley Young,DF,37,22.6,,,,,,,,,,897.0,1188.0,75.5,468.0,,,,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16006.0,6166.0,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.0,88.7,396.0,80.8,77.0,177.0,43.5,0.0,1.0,0.8,-1.0,14.0,18.0,5.0,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Boubacar Kamara,MF,22,19.7,,,,,,,,,,798.0,941.0,84.8,441.0,,,,334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13161.0,3895.0,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.0,89.6,303.0,90.7,67.0,95.0,70.5,1.0,0.8,0.7,0.2,7.0,6.0,0.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Matty Cash,DF,24,20.2,,,,,,,,,,777.0,1006.0,77.2,384.0,,,,441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13672.0,4595.0,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.0,89.8,361.0,81.9,61.0,139.0,43.9,1.0,0.7,0.9,0.3,8.0,15.0,9.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Lucas Digne,DF,29,16.7,,,,,,,,,,696.0,927.0,75.1,432.0,,,,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11016.0,4245.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.0,89.6,247.0,73.3,49.0,105.0,46.7,0.0,1.9,1.9,-1.9,18.0,23.0,14.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Álex Moreno,DF,29,14.8,,,,,,,,,,581.0,745.0,78.0,373.0,,,,267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8535.0,2588.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0,85.5,217.0,81.3,24.0,42.0,57.1,3.0,3.0,2.6,0.0,22.0,30.0,14.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Danny Ings,FW,30,9.2,,,,,,,,,,114.0,162.0,70.4,97.0,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1371.0,289.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,78.4,27.0,79.4,3.0,12.0,25.0,0.0,1.2,0.6,-1.2,9.0,4.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Philippe Coutinho,"MF,FW",30,8.8,,,,,,,,,,288.0,384.0,75.0,210.0,,,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4081.0,976.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,85.7,82.0,73.2,17.0,36.0,47.2,0.0,0.5,0.8,-0.5,8.0,8.0,2.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Leander Dendoncker,MF,27,7.7,,,,,,,,,,248.0,284.0,87.3,128.0,,,,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3948.0,809.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.0,93.0,111.0,91.7,11.0,18.0,61.1,0.0,0.5,0.1,-0.5,5.0,0.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Calum Chambers,"DF,MF",27,3.9,,,,,,,,,,157.0,207.0,75.8,76.0,,,,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2924.0,1310.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,86.8,77.0,81.9,14.0,31.0,45.2,0.0,0.3,0.2,-0.3,2.0,2.0,1.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Robin Olsen,GK,32,3.1,,,,,,,,,,74.0,131.0,56.5,18.0,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049.0,1522.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,94.4,30.0,100.0,27.0,80.0,33.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Diego Carlos,DF,29,2.3,,,,,,,,,,112.0,142.0,78.9,41.0,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2338.0,881.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,85.4,60.0,84.5,17.0,28.0,60.7,0.0,0.0,0.1,0.0,1.0,1.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Bertrand Traoré,"FW,MF",26,2.6,,,,,,,,,,59.0,75.0,78.7,40.0,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.0,258.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,90.0,18.0,85.7,3.0,5.0,60.0,0.0,0.1,0.1,-0.1,1.0,5.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Jan Bednarek,DF,26,1.1,,,,,,,,,,60.0,66.0,90.9,17.0,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1249.0,418.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,94.1,33.0,94.3,10.0,12.0,83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Ludwig Augustinsson,DF,28,0.9,,,,,,,,,,26.0,43.0,60.5,16.0,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.0,176.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,81.3,10.0,62.5,2.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Jhon Durán,"FW,MF",18,1.5,,,,,,,,,,16.0,29.0,55.2,12.0,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.0,47.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,66.7,7.0,58.3,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Cameron Archer,"FW,MF",21,0.5,,,,,,,,,,8.0,12.0,66.7,5.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,44.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,100.0,3.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Morgan Sanson,MF,27,0.1,,,,,,,,,,5.0,7.0,71.4,4.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,12.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,75.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Ezri Konsa,DF,24,36.9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.22,0.0,0.0,8.0,0.0,0.0,1.1,0.13,-1.1,-1.1,,,,,,,,,,,,,,
199,Emiliano Martínez,GK,29,34.9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
200,Ollie Watkins,FW,26,34.7,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,45.0,53.6,2.42,1.3,0.17,0.31,12.6,1.0,16.5,14.9,0.18,-1.5,-0.9,,,,,,,,,,,,,
201,Tyrone Mings,DF,29,35.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,28.6,0.2,0.06,0.14,0.5,12.1,0.0,1.2,1.2,0.17,-0.2,-0.2,,,,,,,,,,,,,
202,Douglas Luiz,MF,24,32.5,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,12.0,35.3,1.05,0.37,0.18,0.5,25.0,0.0,2.8,2.8,0.08,3.2,3.2,,,,,,,,,,,,,
203,Jacob Ramsey,"MF,FW",21,29.3,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,13.0,39.4,1.13,0.44,0.18,0.46,15.9,0.0,5.0,5.0,0.15,1.0,1.0,,,,,,,,,,,,,
204,John McGinn,"MF,FW",27,29.9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,26.2,1.4,0.37,0.02,0.09,23.6,0.0,2.4,2.4,0.06,-1.4,-1.4,,,,,,,,,,,,,
